Name,Template,Reference,Type
vnd.oma-scws-config,application/vnd.oma-scws-config,[Ilan_Mahalal],application
vnd.oma-scws-http-request,application/vnd.oma-scws-http-request,[Ilan_Mahalal],application
vnd.oma-scws-http-response,application/vnd.oma-scws-http-response,[Ilan_Mahalal],application
vnd.onepager,application/vnd.onepager,[Nathan_Black],application
vnd.onepagertamp,application/vnd.onepagertamp,[Nathan_Black],application
vnd.onepagertamx,application/vnd.onepagertamx,[Nathan_Black],application
vnd.onepagertat,application/vnd.onepagertat,[Nathan_Black],application
vnd.onepagertatp,application/vnd.onepagertatp,[Nathan_Black],application
vnd.onepagertatx,application/vnd.onepagertatx,[Nathan_Black],application
vnd.openblox.game-binary,application/vnd.openblox.game-binary,[Mark_Otaris],application
vnd.openblox.game+xml,application/vnd.openblox.game+xml,[Mark_Otaris],application
vnd.openeye.oeb,application/vnd.openeye.oeb,[Craig_Bruce],application
vnd.openstreetmap.data+xml,application/vnd.openstreetmap.data+xml,[Paul_Norman],application
vnd.openxmlformats-officedocument.custom-properties+xml,application/vnd.openxmlformats-officedocument.custom-properties+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.customXmlProperties+xml,application/vnd.openxmlformats-officedocument.customXmlProperties+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.drawing+xml,application/vnd.openxmlformats-officedocument.drawing+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.drawingml.chart+xml,application/vnd.openxmlformats-officedocument.drawingml.chart+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.drawingml.chartshapes+xml,application/vnd.openxmlformats-officedocument.drawingml.chartshapes+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.drawingml.diagramColors+xml,application/vnd.openxmlformats-officedocument.drawingml.diagramColors+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.drawingml.diagramData+xml,application/vnd.openxmlformats-officedocument.drawingml.diagramData+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.drawingml.diagramLayout+xml,application/vnd.openxmlformats-officedocument.drawingml.diagramLayout+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.drawingml.diagramStyle+xml,application/vnd.openxmlformats-officedocument.drawingml.diagramStyle+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.extended-properties+xml,application/vnd.openxmlformats-officedocument.extended-properties+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.presentationml.commentAuthors+xml,application/vnd.openxmlformats-officedocument.presentationml.commentAuthors+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.presentationml.comments+xml,application/vnd.openxmlformats-officedocument.presentationml.comments+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.presentationml.handoutMaster+xml,application/vnd.openxmlformats-officedocument.presentationml.handoutMaster+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.presentationml.notesMaster+xml,application/vnd.openxmlformats-officedocument.presentationml.notesMaster+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.presentationml.notesSlide+xml,application/vnd.openxmlformats-officedocument.presentationml.notesSlide+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.presentationml.presentation,application/vnd.openxmlformats-officedocument.presentationml.presentation,[Makoto_Murata],application
vnd.openxmlformats-officedocument.presentationml.presentation.main+xml,application/vnd.openxmlformats-officedocument.presentationml.presentation.main+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.presentationml.presProps+xml,application/vnd.openxmlformats-officedocument.presentationml.presProps+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.presentationml.slide,application/vnd.openxmlformats-officedocument.presentationml.slide,[Makoto_Murata],application
vnd.openxmlformats-officedocument.presentationml.slide+xml,application/vnd.openxmlformats-officedocument.presentationml.slide+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.presentationml.slideLayout+xml,application/vnd.openxmlformats-officedocument.presentationml.slideLayout+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.presentationml.slideMaster+xml,application/vnd.openxmlformats-officedocument.presentationml.slideMaster+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.presentationml.slideshow,application/vnd.openxmlformats-officedocument.presentationml.slideshow,[Makoto_Murata],application
vnd.openxmlformats-officedocument.presentationml.slideshow.main+xml,application/vnd.openxmlformats-officedocument.presentationml.slideshow.main+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.presentationml.slideUpdateInfo+xml,application/vnd.openxmlformats-officedocument.presentationml.slideUpdateInfo+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.presentationml.tableStyles+xml,application/vnd.openxmlformats-officedocument.presentationml.tableStyles+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.presentationml.tags+xml,application/vnd.openxmlformats-officedocument.presentationml.tags+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.presentationml.template,application/vnd.openxmlformats-officedocument.presentationml.template,[Makoto_Murata],application
vnd.openxmlformats-officedocument.presentationml.template.main+xml,application/vnd.openxmlformats-officedocument.presentationml.template.main+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.presentationml.viewProps+xml,application/vnd.openxmlformats-officedocument.presentationml.viewProps+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.spreadsheetml.calcChain+xml,application/vnd.openxmlformats-officedocument.spreadsheetml.calcChain+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.spreadsheetml.chartsheet+xml,application/vnd.openxmlformats-officedocument.spreadsheetml.chartsheet+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.spreadsheetml.comments+xml,application/vnd.openxmlformats-officedocument.spreadsheetml.comments+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.spreadsheetml.connections+xml,application/vnd.openxmlformats-officedocument.spreadsheetml.connections+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.spreadsheetml.dialogsheet+xml,application/vnd.openxmlformats-officedocument.spreadsheetml.dialogsheet+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.spreadsheetml.externalLink+xml,application/vnd.openxmlformats-officedocument.spreadsheetml.externalLink+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.spreadsheetml.pivotCacheDefinition+xml,application/vnd.openxmlformats-officedocument.spreadsheetml.pivotCacheDefinition+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.spreadsheetml.pivotCacheRecords+xml,application/vnd.openxmlformats-officedocument.spreadsheetml.pivotCacheRecords+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.spreadsheetml.pivotTable+xml,application/vnd.openxmlformats-officedocument.spreadsheetml.pivotTable+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.spreadsheetml.queryTable+xml,application/vnd.openxmlformats-officedocument.spreadsheetml.queryTable+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.spreadsheetml.revisionHeaders+xml,application/vnd.openxmlformats-officedocument.spreadsheetml.revisionHeaders+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.spreadsheetml.revisionLog+xml,application/vnd.openxmlformats-officedocument.spreadsheetml.revisionLog+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.spreadsheetml.sharedStrings+xml,application/vnd.openxmlformats-officedocument.spreadsheetml.sharedStrings+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.spreadsheetml.sheet,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,[Makoto_Murata],application
vnd.openxmlformats-officedocument.spreadsheetml.sheet.main+xml,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet.main+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.spreadsheetml.sheetMetadata+xml,application/vnd.openxmlformats-officedocument.spreadsheetml.sheetMetadata+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.spreadsheetml.styles+xml,application/vnd.openxmlformats-officedocument.spreadsheetml.styles+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.spreadsheetml.table+xml,application/vnd.openxmlformats-officedocument.spreadsheetml.table+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.spreadsheetml.tableSingleCells+xml,application/vnd.openxmlformats-officedocument.spreadsheetml.tableSingleCells+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.spreadsheetml.template,application/vnd.openxmlformats-officedocument.spreadsheetml.template,[Makoto_Murata],application
vnd.openxmlformats-officedocument.spreadsheetml.template.main+xml,application/vnd.openxmlformats-officedocument.spreadsheetml.template.main+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.spreadsheetml.userNames+xml,application/vnd.openxmlformats-officedocument.spreadsheetml.userNames+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.spreadsheetml.volatileDependencies+xml,application/vnd.openxmlformats-officedocument.spreadsheetml.volatileDependencies+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.spreadsheetml.worksheet+xml,application/vnd.openxmlformats-officedocument.spreadsheetml.worksheet+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.theme+xml,application/vnd.openxmlformats-officedocument.theme+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.themeOverride+xml,application/vnd.openxmlformats-officedocument.themeOverride+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.vmlDrawing,application/vnd.openxmlformats-officedocument.vmlDrawing,[Makoto_Murata],application
vnd.openxmlformats-officedocument.wordprocessingml.comments+xml,application/vnd.openxmlformats-officedocument.wordprocessingml.comments+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.wordprocessingml.document,application/vnd.openxmlformats-officedocument.wordprocessingml.document,[Makoto_Murata],application
vnd.openxmlformats-officedocument.wordprocessingml.document.glossary+xml,application/vnd.openxmlformats-officedocument.wordprocessingml.document.glossary+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.wordprocessingml.document.main+xml,application/vnd.openxmlformats-officedocument.wordprocessingml.document.main+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.wordprocessingml.endnotes+xml,application/vnd.openxmlformats-officedocument.wordprocessingml.endnotes+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.wordprocessingml.fontTable+xml,application/vnd.openxmlformats-officedocument.wordprocessingml.fontTable+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.wordprocessingml.footer+xml,application/vnd.openxmlformats-officedocument.wordprocessingml.footer+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.wordprocessingml.footnotes+xml,application/vnd.openxmlformats-officedocument.wordprocessingml.footnotes+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.wordprocessingml.numbering+xml,application/vnd.openxmlformats-officedocument.wordprocessingml.numbering+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.wordprocessingml.settings+xml,application/vnd.openxmlformats-officedocument.wordprocessingml.settings+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.wordprocessingml.styles+xml,application/vnd.openxmlformats-officedocument.wordprocessingml.styles+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.wordprocessingml.template,application/vnd.openxmlformats-officedocument.wordprocessingml.template,[Makoto_Murata],application
vnd.openxmlformats-officedocument.wordprocessingml.template.main+xml,application/vnd.openxmlformats-officedocument.wordprocessingml.template.main+xml,[Makoto_Murata],application
vnd.openxmlformats-officedocument.wordprocessingml.webSettings+xml,application/vnd.openxmlformats-officedocument.wordprocessingml.webSettings+xml,[Makoto_Murata],application
vnd.openxmlformats-package.core-properties+xml,application/vnd.openxmlformats-package.core-properties+xml,[Makoto_Murata],application
vnd.openxmlformats-package.digital-signature-xmlsignature+xml,application/vnd.openxmlformats-package.digital-signature-xmlsignature+xml,[Makoto_Murata],application
vnd.openxmlformats-package.relationships+xml,application/vnd.openxmlformats-package.relationships+xml,[Makoto_Murata],application
vnd.oracle.resource+json,application/vnd.oracle.resource+json,[Ning_Dong],application
vnd.orange.indata,application/vnd.orange.indata,[CHATRAS_Bruno],application
vnd.osa.netdeploy,application/vnd.osa.netdeploy,[Steven_Klos],application
vnd.osgeo.mapguide.package,application/vnd.osgeo.mapguide.package,[Jason_Birch],application
vnd.osgi.bundle,application/vnd.osgi.bundle,[Peter_Kriens],application
vnd.osgi.dp,application/vnd.osgi.dp,[Peter_Kriens],application
vnd.osgi.subsystem,application/vnd.osgi.subsystem,[Peter_Kriens],application
vnd.otps.ct-kip+xml,application/vnd.otps.ct-kip+xml,[Magnus_Nystrom],application
vnd.oxli.countgraph,application/vnd.oxli.countgraph,[C._Titus_Brown],application
vnd.pagerduty+json,application/vnd.pagerduty+json,[Steve_Rice],application
vnd.palm,application/vnd.palm,[Gavin_Peacock],application
vnd.panoply,application/vnd.panoply,[Natarajan_Balasundara],application
vnd.paos.xml,application/vnd.paos.xml,[John_Kemp],application
vnd.patentdive,application/vnd.patentdive,[Christian_Trosclair],application
vnd.patientecommsdoc,application/vnd.patientecommsdoc,[Andrew_David_Kendall],application
vnd.pawaafile,application/vnd.pawaafile,[Prakash_Baskaran],application
vnd.pcos,application/vnd.pcos,[Slawomir_Lisznianski],application
vnd.pg.format,application/vnd.pg.format,[April_Gandert],application
vnd.pg.osasli,application/vnd.pg.osasli,[April_Gandert],application
vnd.piaccess.application-licence,application/vnd.piaccess.application-licence,[Lucas_Maneos],application
vnd.picsel,application/vnd.picsel,[Giuseppe_Naccarato],application
vnd.pmi.widget,application/vnd.pmi.widget,[Rhys_Lewis],application
vnd.poc.group-advertisement+xml,application/vnd.poc.group-advertisement+xml,[Sean_Kelley][OMA_Push_to_Talk_over_Cellular_POC_Working_Group],application
vnd.pocketlearn,application/vnd.pocketlearn,[Jorge_Pando],application
vnd.powerbuilder6,application/vnd.powerbuilder6,[David_Guy],application
vnd.powerbuilder6-s,application/vnd.powerbuilder6-s,[David_Guy],application
vnd.powerbuilder7,application/vnd.powerbuilder7,[Reed_Shilts],application
vnd.powerbuilder75,application/vnd.powerbuilder75,[Reed_Shilts],application
vnd.powerbuilder75-s,application/vnd.powerbuilder75-s,[Reed_Shilts],application
vnd.powerbuilder7-s,application/vnd.powerbuilder7-s,[Reed_Shilts],application
vnd.preminet,application/vnd.preminet,[Juoko_Tenhunen],application
vnd.previewsystems.box,application/vnd.previewsystems.box,[Roman_Smolgovsky],application
vnd.proteus.magazine,application/vnd.proteus.magazine,[Pete_Hoch],application
vnd.psfs,application/vnd.psfs,[Kristopher_Durski],application
vnd.publishare-delta-tree,application/vnd.publishare-delta-tree,[Oren_Ben-Kiki],application
vnd.pvi.ptid1,application/vnd.pvi.ptid1,[Charles_P._Lamb],application
vnd.pwg-multiplexed,application/vnd.pwg-multiplexed,[RFC3391],application
vnd.pwg-xhtml-print+xml,application/vnd.pwg-xhtml-print+xml,[Don_Wright],application
vnd.qualcomm.brew-app-res,application/vnd.qualcomm.brew-app-res,[Glenn_Forrester],application
vnd.quarantainenet,application/vnd.quarantainenet,[Casper_Joost_Eyckelhof],application
vnd.Quark.QuarkXPress,application/vnd.Quark.QuarkXPress,[Hannes_Scheidler],application
vnd.quobject-quoxdocument,application/vnd.quobject-quoxdocument,[Matthias_Ludwig],application
vnd.radisys.moml+xml,application/vnd.radisys.moml+xml,[RFC5707],application
vnd.radisys.msml-audit-conf+xml,application/vnd.radisys.msml-audit-conf+xml,[RFC5707],application
vnd.radisys.msml-audit-conn+xml,application/vnd.radisys.msml-audit-conn+xml,[RFC5707],application
vnd.radisys.msml-audit-dialog+xml,application/vnd.radisys.msml-audit-dialog+xml,[RFC5707],application
vnd.radisys.msml-audit-stream+xml,application/vnd.radisys.msml-audit-stream+xml,[RFC5707],application
vnd.radisys.msml-audit+xml,application/vnd.radisys.msml-audit+xml,[RFC5707],application
vnd.radisys.msml-conf+xml,application/vnd.radisys.msml-conf+xml,[RFC5707],application
vnd.radisys.msml-dialog-base+xml,application/vnd.radisys.msml-dialog-base+xml,[RFC5707],application
vnd.radisys.msml-dialog-fax-detect+xml,application/vnd.radisys.msml-dialog-fax-detect+xml,[RFC5707],application
vnd.radisys.msml-dialog-fax-sendrecv+xml,application/vnd.radisys.msml-dialog-fax-sendrecv+xml,[RFC5707],application
vnd.radisys.msml-dialog-group+xml,application/vnd.radisys.msml-dialog-group+xml,[RFC5707],application
vnd.radisys.msml-dialog-speech+xml,application/vnd.radisys.msml-dialog-speech+xml,[RFC5707],application
vnd.radisys.msml-dialog-transform+xml,application/vnd.radisys.msml-dialog-transform+xml,[RFC5707],application
vnd.radisys.msml-dialog+xml,application/vnd.radisys.msml-dialog+xml,[RFC5707],application
vnd.radisys.msml+xml,application/vnd.radisys.msml+xml,[RFC5707],application
vnd.rainstor.data,application/vnd.rainstor.data,[Kevin_Crook],application
vnd.rapid,application/vnd.rapid,[Etay_Szekely],application
vnd.rar,application/vnd.rar,[Kim_Scarborough],application
vnd.realvnc.bed,application/vnd.realvnc.bed,[Nick_Reeves],application
vnd.recordare.musicxml,application/vnd.recordare.musicxml,[W3C_Music_Notation_Community_Group],application
vnd.recordare.musicxml+xml,application/vnd.recordare.musicxml+xml,[W3C_Music_Notation_Community_Group],application
vnd.RenLearn.rlprint,application/vnd.RenLearn.rlprint,[James_Wick],application
vnd.resilient.logic,application/vnd.resilient.logic,[Benedikt_Muessig],application
vnd.restful+json,application/vnd.restful+json,[Stephen_Mizell],application
vnd.rig.cryptonote,application/vnd.rig.cryptonote,[Ken_Jibiki],application
vnd.route66.link66+xml,application/vnd.route66.link66+xml,[Sybren_Kikstra],application
vnd.rs-274x,application/vnd.rs-274x,[Lee_Harding],application
vnd.ruckus.download,application/vnd.ruckus.download,[Jerry_Harris],application
vnd.s3sms,application/vnd.s3sms,[Lauri_Tarkkala],application
vnd.sailingtracker.track,application/vnd.sailingtracker.track,[Heikki_Vesalainen],application
vnd.sar,application/vnd.sar,[Markus_Strehle],application
vnd.sbm.cid,application/vnd.sbm.cid,[Shinji_Kusakari],application
vnd.sbm.mid2,application/vnd.sbm.mid2,[Masanori_Murai],application
vnd.scribus,application/vnd.scribus,[Craig_Bradney],application
vnd.sealed.3df,application/vnd.sealed.3df,[John_Kwan],application
vnd.sealed.csf,application/vnd.sealed.csf,[John_Kwan],application
vnd.sealed.doc,application/vnd.sealed.doc,[David_Petersen],application
vnd.sealed.eml,application/vnd.sealed.eml,[David_Petersen],application
vnd.sealed.mht,application/vnd.sealed.mht,[David_Petersen],application
vnd.sealed.net,application/vnd.sealed.net,[Martin_Lambert],application
vnd.sealed.ppt,application/vnd.sealed.ppt,[David_Petersen],application
vnd.sealed.tiff,application/vnd.sealed.tiff,[John_Kwan][Martin_Lambert],application
vnd.sealed.xls,application/vnd.sealed.xls,[David_Petersen],application
vnd.sealedmedia.softseal.html,application/vnd.sealedmedia.softseal.html,[David_Petersen],application
vnd.sealedmedia.softseal.pdf,application/vnd.sealedmedia.softseal.pdf,[David_Petersen],application
vnd.seemail,application/vnd.seemail,[Steve_Webb],application
vnd.seis+json,application/vnd.seis+json,[ICT_Manager],application
vnd.sema,application/vnd.sema,[Anders_Hansson],application
vnd.semd,application/vnd.semd,[Anders_Hansson],application
vnd.semf,application/vnd.semf,[Anders_Hansson],application
vnd.shade-save-file,application/vnd.shade-save-file,[Connor_Horman],application
vnd.shana.informed.formdata,application/vnd.shana.informed.formdata,[Guy_Selzler],application
vnd.shana.informed.formtemplate,application/vnd.shana.informed.formtemplate,[Guy_Selzler],application
vnd.shana.informed.interchange,application/vnd.shana.informed.interchange,[Guy_Selzler],application
vnd.shana.informed.package,application/vnd.shana.informed.package,[Guy_Selzler],application
vnd.shootproof+json,application/vnd.shootproof+json,[Ben_Ramsey],application
vnd.shopkick+json,application/vnd.shopkick+json,[Ronald_Jacobs],application
vnd.shp,application/vnd.shp,[Mi_Tar],application
vnd.shx,application/vnd.shx,[Mi_Tar],application
vnd.sigrok.session,application/vnd.sigrok.session,[Uwe_Hermann],application
vnd.SimTech-MindMapper,application/vnd.SimTech-MindMapper,[Patrick_Koh],application
vnd.siren+json,application/vnd.siren+json,[Kevin_Swiber],application
vnd.smaf,application/vnd.smaf,[Hiroaki_Takahashi],application
vnd.smart.notebook,application/vnd.smart.notebook,[Jonathan_Neitz],application
vnd.smart.teacher,application/vnd.smart.teacher,[Michael_Boyle],application
vnd.snesdev-page-table,application/vnd.snesdev-page-table,[Connor_Horman],application
vnd.software602.filler.form+xml,application/vnd.software602.filler.form+xml,[Jakub_Hytka][Martin_Vondrous],application
vnd.software602.filler.form-xml-zip,application/vnd.software602.filler.form-xml-zip,[Jakub_Hytka][Martin_Vondrous],application
vnd.solent.sdkm+xml,application/vnd.solent.sdkm+xml,[Cliff_Gauntlett],application
vnd.spotfire.dxp,application/vnd.spotfire.dxp,[Stefan_Jernberg],application
vnd.spotfire.sfs,application/vnd.spotfire.sfs,[Stefan_Jernberg],application
vnd.sqlite3,application/vnd.sqlite3,[Clemens_Ladisch],application
vnd.sss-cod,application/vnd.sss-cod,[Asang_Dani],application
vnd.sss-dtf,application/vnd.sss-dtf,[Eric_Bruno],application
vnd.sss-ntf,application/vnd.sss-ntf,[Eric_Bruno],application
vnd.stepmania.package,application/vnd.stepmania.package,[Henrik_Andersson],application
vnd.stepmania.stepchart,application/vnd.stepmania.stepchart,[Henrik_Andersson],application
vnd.street-stream,application/vnd.street-stream,[Glenn_Levitt],application
vnd.sun.wadl+xml,application/vnd.sun.wadl+xml,[Marc_Hadley],application
vnd.sus-calendar,application/vnd.sus-calendar,[Jonathan_Niedfeldt],application
vnd.svd,application/vnd.svd,[Scott_Becker],application
vnd.swiftview-ics,application/vnd.swiftview-ics,[Glenn_Widener],application
vnd.sycle+xml,application/vnd.sycle+xml,[Johann_Terblanche],application
vnd.syncml.dm.notification,application/vnd.syncml.dm.notification,[Peter_Thompson][OMA-DM_Work_Group],application
vnd.syncml.dmddf+xml,application/vnd.syncml.dmddf+xml,[OMA-DM_Work_Group],application
vnd.syncml.dmtnds+wbxml,application/vnd.syncml.dmtnds+wbxml,[OMA-DM_Work_Group],application
vnd.syncml.dmtnds+xml,application/vnd.syncml.dmtnds+xml,[OMA-DM_Work_Group],application
vnd.syncml.dmddf+wbxml,application/vnd.syncml.dmddf+wbxml,[OMA-DM_Work_Group],application
vnd.syncml.dm+wbxml,application/vnd.syncml.dm+wbxml,[OMA-DM_Work_Group],application
vnd.syncml.dm+xml,application/vnd.syncml.dm+xml,[Bindu_Rama_Rao][OMA-DM_Work_Group],application
vnd.syncml.ds.notification,application/vnd.syncml.ds.notification,[OMA_Data_Synchronization_Working_Group],application
vnd.syncml+xml,application/vnd.syncml+xml,[OMA_Data_Synchronization_Working_Group],application
vnd.tableschema+json,application/vnd.tableschema+json,[Paul_Walsh],application
vnd.tao.intent-module-archive,application/vnd.tao.intent-module-archive,[Daniel_Shelton],application
vnd.tcpdump.pcap,application/vnd.tcpdump.pcap,[Guy_Harris][Glen_Turner],application
vnd.think-cell.ppttc+json,application/vnd.think-cell.ppttc+json,[Arno_Schoedl],application
vnd.tml,application/vnd.tml,[Joey_Smith],application
vnd.tmd.mediaflex.api+xml,application/vnd.tmd.mediaflex.api+xml,[Alex_Sibilev],application
vnd.tmobile-livetv,application/vnd.tmobile-livetv,[Nicolas_Helin],application
vnd.tri.onesource,application/vnd.tri.onesource,[Rick_Rupp],application
vnd.trid.tpt,application/vnd.trid.tpt,[Frank_Cusack],application
vnd.triscape.mxs,application/vnd.triscape.mxs,[Steven_Simonoff],application
vnd.trueapp,application/vnd.trueapp,[J._Scott_Hepler],application
vnd.truedoc,application/vnd.truedoc,[Brad_Chase],application
vnd.ubisoft.webplayer,application/vnd.ubisoft.webplayer,[Martin_Talbot],application
vnd.ufdl,application/vnd.ufdl,[Dave_Manning],application
vnd.uiq.theme,application/vnd.uiq.theme,[Tim_Ocock],application
vnd.umajin,application/vnd.umajin,[Jamie_Riden],application
vnd.unity,application/vnd.unity,[Unity3d],application
vnd.uoml+xml,application/vnd.uoml+xml,[Arne_Gerdes],application
vnd.uplanet.alert,application/vnd.uplanet.alert,[Bruce_Martin],application
vnd.uplanet.alert-wbxml,application/vnd.uplanet.alert-wbxml,[Bruce_Martin],application
vnd.uplanet.bearer-choice,application/vnd.uplanet.bearer-choice,[Bruce_Martin],application
vnd.uplanet.bearer-choice-wbxml,application/vnd.uplanet.bearer-choice-wbxml,[Bruce_Martin],application
vnd.uplanet.cacheop,application/vnd.uplanet.cacheop,[Bruce_Martin],application
vnd.uplanet.cacheop-wbxml,application/vnd.uplanet.cacheop-wbxml,[Bruce_Martin],application
vnd.uplanet.channel,application/vnd.uplanet.channel,[Bruce_Martin],application
vnd.uplanet.channel-wbxml,application/vnd.uplanet.channel-wbxml,[Bruce_Martin],application
vnd.uplanet.list,application/vnd.uplanet.list,[Bruce_Martin],application
vnd.uplanet.listcmd,application/vnd.uplanet.listcmd,[Bruce_Martin],application
vnd.uplanet.listcmd-wbxml,application/vnd.uplanet.listcmd-wbxml,[Bruce_Martin],application
vnd.uplanet.list-wbxml,application/vnd.uplanet.list-wbxml,[Bruce_Martin],application
vnd.uri-map,application/vnd.uri-map,[Sebastian_Baer],application
vnd.uplanet.signal,application/vnd.uplanet.signal,[Bruce_Martin],application
vnd.valve.source.material,application/vnd.valve.source.material,[Henrik_Andersson],application
vnd.vcx,application/vnd.vcx,[Taisuke_Sugimoto],application
vnd.vd-study,application/vnd.vd-study,[Luc_Rogge],application
vnd.vectorworks,application/vnd.vectorworks,[Lyndsey_Ferguson][Biplab_Sarkar],application
vnd.vel+json,application/vnd.vel+json,[James_Wigger],application
vnd.verimatrix.vcas,application/vnd.verimatrix.vcas,[Petr_Peterka],application
vnd.veryant.thin,application/vnd.veryant.thin,[Massimo_Bertoli],application
vnd.ves.encrypted,application/vnd.ves.encrypted,[Jim_Zubov],application
vnd.vidsoft.vidconference,application/vnd.vidsoft.vidconference,[Robert_Hess],application
vnd.visio,application/vnd.visio,[Troy_Sandal],application
vnd.visionary,application/vnd.visionary,[Gayatri_Aravindakumar],application
vnd.vividence.scriptfile,application/vnd.vividence.scriptfile,[Mark_Risher],application
vnd.vsf,application/vnd.vsf,[Delton_Rowe],application
vnd.wap.sic,application/vnd.wap.sic,[WAP-Forum],application
vnd.wap.slc,application/vnd.wap.slc,[WAP-Forum],application
vnd.wap.wbxml,application/vnd.wap.wbxml,[Peter_Stark],application
vnd.wap.wmlc,application/vnd.wap.wmlc,[Peter_Stark],application
vnd.wap.wmlscriptc,application/vnd.wap.wmlscriptc,[Peter_Stark],application
vnd.webturbo,application/vnd.webturbo,[Yaser_Rehem],application
vnd.wfa.dpp,application/vnd.wfa.dpp,[Wi-Fi_Alliance][Dr._Jun_Tian],application
vnd.wfa.p2p,application/vnd.wfa.p2p,[Mick_Conley],application
vnd.wfa.wsc,application/vnd.wfa.wsc,[Wi-Fi_Alliance],application
vnd.windows.devicepairing,application/vnd.windows.devicepairing,[Priya_Dandawate],application
vnd.wmc,application/vnd.wmc,[Thomas_Kjornes],application
vnd.wmf.bootstrap,application/vnd.wmf.bootstrap,[Thinh_Nguyenphu][Prakash_Iyer],application
vnd.wolfram.mathematica,application/vnd.wolfram.mathematica,[Wolfram],application
vnd.wolfram.mathematica.package,application/vnd.wolfram.mathematica.package,[Wolfram],application
vnd.wolfram.player,application/vnd.wolfram.player,[Wolfram],application
vnd.wordperfect,application/vnd.wordperfect,[Kim_Scarborough],application
vnd.wqd,application/vnd.wqd,[Jan_Bostrom],application
vnd.wrq-hp3000-labelled,application/vnd.wrq-hp3000-labelled,[Chris_Bartram],application
vnd.wt.stf,application/vnd.wt.stf,[Bill_Wohler],application
vnd.wv.csp+xml,application/vnd.wv.csp+xml,[John_Ingi_Ingimundarson],application
vnd.wv.csp+wbxml,application/vnd.wv.csp+wbxml,[Matti_Salmi],application
